file_path,Unnamed: 0,year,pond,date,Lcapito,score0,time_stamp0,score1,time_stamp1,score2,time_stamp2
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150224_000100.wav,1608,2015,2a,2015-02-24 00:01:00,0.0,26.78806017103597,294.5,24.967056191088524,275.0,24.967056191088524,275.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150319_201900.wav,1610,2015,2a,2015-03-19 20:19:00,0.0,31.201746442350974,243.5,31.201746442350974,243.5,24.652210353335693,223.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150412_193400.wav,1611,2015,2a,2015-04-12 19:34:00,0.0,31.505386223387134,278.5,31.505386223387134,278.5,31.505386223387134,278.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150416_233700.wav,1612,2015,2a,2015-04-16 23:37:00,0.0,29.59742878463032,92.0,29.59742878463032,92.0,24.57889976496092,90.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150226_220400.wav,1613,2015,2a,2015-02-26 22:04:00,0.0,33.71010277895022,134.5,24.532997453221725,286.0,24.532997453221725,286.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150226_210400.wav,1616,2015,2a,2015-02-26 21:04:00,0.0,50.04132184991112,173.0,43.45830013409951,173.0,35.07508611729773,19.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150502_214800.wav,1618,2015,2a,2015-05-02 21:48:00,0.0,34.687850524882464,95.0,34.687850524882464,95.0,23.93343539580039,95.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150204_224600.wav,1619,2015,2a,2015-02-04 22:46:00,0.0,29.479327226371158,70.5,29.479327226371158,70.5,29.479327226371158,70.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150315_231600.wav,1620,2015,2a,2015-03-15 23:16:00,0.0,29.759552193325444,286.5,29.759552193325444,286.5,29.759552193325444,286.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150219_215800.wav,1621,2015,2a,2015-02-19 21:58:00,0.0,31.15073016021454,137.5,31.075148118122772,183.5,23.71367126971009,214.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150308_211100.wav,1622,2015,2a,2015-03-08 21:11:00,0.0,50.16641970529726,114.0,29.98931755514997,96.5,26.92727049344913,108.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150504_224900.wav,1623,2015,2a,2015-05-04 22:49:00,0.0,24.31965598467011,21.5,24.31965598467011,21.5,24.31965598467011,21.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150509_225200.wav,1624,2015,2a,2015-05-09 22:52:00,0.0,26.597951794583153,11.5,26.597951794583153,11.5,26.597951794583153,11.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150203_224500.wav,1628,2015,2a,2015-02-03 22:45:00,0.0,26.08005135299604,129.5,26.08005135299604,129.5,26.08005135299604,129.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150320_231900.wav,1630,2015,2a,2015-03-20 23:19:00,0.0,27.55315825099716,150.5,24.458889374012585,145.5,24.458889374012585,145.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150320_191900.wav,1632,2015,2a,2015-03-20 19:19:00,0.0,22.62452594190633,240.0,22.62452594190633,240.0,22.62452594190633,240.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150511_235400.wav,1636,2015,2a,2015-05-11 23:54:00,0.0,22.343281412337713,58.0,22.343281412337713,58.0,22.343281412337713,58.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150307_201000.wav,1637,2015,2a,2015-03-07 20:10:00,0.0,21.873794495834087,133.0,21.873794495834087,133.0,21.873794495834087,133.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150509_205200.wav,1638,2015,2a,2015-05-09 20:52:00,0.0,24.102770728713722,34.5,24.102770728713722,34.5,24.102770728713722,34.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150419_203900.wav,1639,2015,2a,2015-04-19 20:39:00,0.0,29.445918899641036,28.5,29.445918899641036,28.5,29.445918899641036,28.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150510_225300.wav,1640,2015,2a,2015-05-10 22:53:00,0.0,21.448756356576084,2.0,21.448756356576084,2.0,21.448756356576084,2.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150508_205200.wav,1641,2015,2a,2015-05-08 20:52:00,0.0,24.20678263199511,120.5,24.20678263199511,120.5,24.20678263199511,120.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150510_205300.wav,1642,2015,2a,2015-05-10 20:53:00,0.0,26.84753520172813,102.5,26.84753520172813,102.5,26.84753520172813,102.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150508_235200.wav,1643,2015,2a,2015-05-08 23:52:00,0.0,21.725922267619822,48.5,21.725922267619822,48.5,21.029700731489168,210.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150419_193900.wav,1647,2015,2a,2015-04-19 19:39:00,0.0,32.17283826210409,218.5,32.17283826210409,218.5,32.17283826210409,218.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150219_195800.wav,1648,2015,2a,2015-02-19 19:58:00,0.0,20.721984040131634,43.0,20.721984040131634,43.0,20.721984040131634,43.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150418_203800.wav,1649,2015,2a,2015-04-18 20:38:00,0.0,51.650600866825535,112.5,42.48476958504396,112.5,23.57637860834139,124.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150512_215400.wav,1650,2015,2a,2015-05-12 21:54:00,0.0,20.10230688118311,284.0,20.10230688118311,284.0,20.10230688118311,284.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150508_225200.wav,1651,2015,2a,2015-05-08 22:52:00,0.0,22.72127626739667,295.5,22.72127626739667,295.5,22.72127626739667,295.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150417_223700.wav,1652,2015,2a,2015-04-17 22:37:00,0.0,19.698601414446834,15.0,19.698601414446834,15.0,19.698601414446834,15.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150502_234800.wav,1654,2015,2a,2015-05-02 23:48:00,0.0,19.56486112929155,284.0,19.56486112929155,284.0,19.56486112929155,284.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150430_234600.wav,1659,2015,2a,2015-04-30 23:46:00,0.0,36.16246621848638,34.5,36.16246621848638,34.5,36.16246621848638,34.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150502_204800.wav,1661,2015,2a,2015-05-02 20:48:00,0.0,25.85977634054694,242.5,25.85977634054694,242.5,25.85977634054694,242.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150321_222000.wav,1663,2015,2a,2015-03-21 22:20:00,0.0,21.89174329732447,121.0,19.9032068380115,84.5,18.649665124560475,168.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150505_004900.wav,1664,2015,2a,2015-05-05 00:49:00,0.0,18.641451459433615,50.0,18.641451459433615,50.0,18.641451459433615,50.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150412_003400.wav,1666,2015,2a,2015-04-12 00:34:00,0.0,19.76687383052749,15.5,19.76687383052749,15.5,18.310701232310056,14.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150512_005400.wav,1667,2015,2a,2015-05-12 00:54:00,0.0,23.44914033718502,137.5,23.44914033718502,137.5,23.44914033718502,137.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150508_215200.wav,1668,2015,2a,2015-05-08 21:52:00,0.0,18.363649676194672,154.5,18.363649676194672,154.5,17.742015048523534,161.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150217_195700.wav,1670,2015,2a,2015-02-17 19:57:00,0.0,17.60564768330086,179.0,17.60564768330086,179.0,17.60564768330086,179.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150220_005800.wav,1672,2015,2a,2015-02-20 00:58:00,0.0,17.37220123486062,28.0,17.37220123486062,28.0,17.37220123486062,28.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150513_005400.wav,1674,2015,2a,2015-05-13 00:54:00,0.0,19.42373572389419,2.5,16.964791385563633,97.0,16.964791385563633,97.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150502_224800.wav,1675,2015,2a,2015-05-02 22:48:00,0.0,18.048879221726892,39.5,18.048879221726892,39.5,18.048879221726892,39.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150217_185700.wav,1676,2015,2a,2015-02-17 18:57:00,0.0,18.810023371856605,215.5,18.810023371856605,215.5,18.810023371856605,215.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150512_235400.wav,1678,2015,2a,2015-05-12 23:54:00,0.0,17.78457541025461,272.5,17.78457541025461,272.5,17.78457541025461,272.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150410_213300.wav,1679,2015,2a,2015-04-10 21:33:00,0.0,24.490778620128268,207.5,24.490778620128268,207.5,24.490778620128268,207.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150203_194500.wav,1681,2015,2a,2015-02-03 19:45:00,0.0,25.369768597828887,230.0,25.1267983185944,133.5,25.1267983185944,133.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150410_223300.wav,1682,2015,2a,2015-04-10 22:33:00,0.0,16.355820128393272,38.0,16.355820128393272,38.0,16.355820128393272,38.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150511_205400.wav,1683,2015,2a,2015-05-11 20:54:00,0.0,16.30047735190765,55.0,16.30047735190765,55.0,16.30047735190765,55.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150417_203700.wav,1684,2015,2a,2015-04-17 20:37:00,0.0,16.424075785813347,237.0,16.424075785813347,237.0,16.128365403258016,299.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150322_192000.wav,1685,2015,2a,2015-03-22 19:20:00,0.0,21.203514234141124,39.5,21.203514234141124,39.5,21.203514234141124,39.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150319_191900.wav,1686,2015,2a,2015-03-19 19:19:00,0.0,15.293568364852248,254.0,15.293568364852248,254.0,15.293568364852248,254.0
