,score,year,logger,time_stamp
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/3-5-15/20150305_230900.wav,55.04982813463076,2015,10a,11.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-2-15/20150206_004700.wav,54.94301649621654,2015,6a,222.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/2-16-15/20150219_005700.wav,54.91671096284332,2015,8a,176.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-30-15/20150430_204600.wav,54.907300199645995,2015,9a,290.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/6-11-15/20150611_231200.wav,54.83939092509567,2015,10a,127.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-30-15/20150430_234600.wav,54.82436957401952,2015,9a,72.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/3-12-15/20150315_221600.wav,54.70225707746551,2015,8a,57.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/3-5-15/20150307_201000.wav,54.6355425394966,2015,6a,240.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-23-15/20150223_190100.wav,54.48331589440693,2015,6a,278.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/3-5-15/20150305_190900.wav,54.28060719640709,2015,8a,85.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/2-2-15/20150203_194500.wav,54.213368083629746,2015,8a,60.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-23-15/20150225_210300.wav,54.190648874733554,2015,6a,288.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/6-4-15/20150609_001100.wav,54.15499134680261,2015,6a,29.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/7a/6-25-15/20150630_001600.wav,54.13748291026714,2015,7a,137.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/3-5-15/20150307_191000.wav,54.1081619515875,2015,10a,11.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-16-15/20150216_205600.wav,53.91705845525648,2015,6a,134.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/3-5-15/20150307_231000.wav,53.76836793928492,2015,10a,79.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150403_202800.wav,53.73760334039833,2015,9a,203.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/4-16-15/20150416_223700.wav,53.66625297061463,2015,10a,294.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/6-25-15/20150626_211600.wav,53.51767706143114,2015,8a,33.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/4-30-15/20150430_234600.wav,53.38911339844257,2015,10a,111.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-23-15/20150224_190200.wav,53.38699476431689,2015,6a,184.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/6-11-15/20150615_211300.wav,53.33716471132635,2015,8a,106.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/6-25-15/20150625_211600.wav,53.258225845047285,2015,8a,214.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/2-2-15/20150204_004500.wav,53.17615719831108,2015,10a,231.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/2-23-15/20150226_190400.wav,53.03085313188992,2015,8a,217.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-19-15/20150320_231900.wav,53.013841442552746,2015,9a,105.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/4-16-15/20150417_223700.wav,52.965892555644274,2015,10a,146.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/4-2-15/20150403_192800.wav,52.91760200152309,2015,10a,233.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/5-8-15/20150509_225200.wav,52.83006079606739,2015,6a,198.5
