Site,Start Date,Stop Date,Logger,Listener,Sample Date,Sample Time,Species,NAAMP,File ID,Notes
W41,4/16/2015,4/21/2015,8,CMM,4/19/2015,1939,HYFEM,1,20150419_193900,
W42,4/16/2015,4/21/2015,9,DDK,4/19/2015,1939,ACGRY,2,20150419_193900,
W39,4/16/2015,4/21/2015,6,CMM,4/19/2015,2039,HYFEM,1,20150419_203900,
W39,4/16/2015,4/21/2015,6,CMM,4/19/2015,2039,HYCIN,2,20150419_203900,
W40,4/16/2015,4/20/2015,7,DDK,4/19/2015,2039,HYCHR,1,20150419_203900,
W40,4/16/2015,4/20/2015,7,DDK,4/19/2015,2039,HYGRA,2,20150419_203900,
W40,4/16/2015,4/20/2015,7,DDK,4/19/2015,2039,PSNIG,2,20150419_203900,
W41,4/16/2015,4/21/2015,8,CMM,4/19/2015,2039,HYFEM,2,20150419_203900,
W41,4/16/2015,4/21/2015,8,CMM,4/19/2015,2039,HYGRA,2,20150419_203900,
W42,4/16/2015,4/21/2015,9,DDK,4/19/2015,2039,ACGRY,3,20150419_203900,
W42,4/16/2015,4/21/2015,9,DDK,4/19/2015,2039,HYCIN,3,20150419_203900,
W42,4/16/2015,4/21/2015,9,DDK,4/19/2015,2039,HYFEM,1,20150419_203900,
W43,4/16/2015,4/21/2015,10,CMM,4/19/2015,2039,HYCIN,2,20150419_203900,
W43,4/16/2015,4/21/2015,10,CMM,4/19/2015,2039,HYFEM,2,20150419_203900,
W43,4/16/2015,4/21/2015,10,CMM,4/19/2015,2039,LICAT,2,20150419_203900,
W27,4/16/2015,4/21/2015,5,DDK,4/19/2015,2039,NOCAP,1,20150419_203900,
W28,4/16/2015,4/21/2015,4,DDK,4/19/2015,2039,NOCAP,1,20150419_203900,"ACGRY, PSNIG, HYCIN, LICAT DISTANT"
W36,4/16/2015,4/21/2015,2,DDK,4/19/2015,2039,GACAR,1,20150419_203900,
W36,4/16/2015,4/21/2015,2,DDK,4/19/2015,2039,HYFEM,1,20150419_203900,
W36,4/16/2015,4/21/2015,2,DDK,4/19/2015,2039,PSNIG,2,20150419_203900,
W37,4/16/2015,4/21/2015,3,CMM,4/19/2015,2039,HYFEM,1,20150419_203900,
W37,4/16/2015,4/21/2015,3,CMM,4/19/2015,2039,HYGRA,2,20150419_203900,
W37,4/16/2015,4/21/2015,3,CMM,4/19/2015,2039,PSNIG,1,20150419_203900,
W39,4/16/2015,4/21/2015,6,CMM,4/19/2015,2039,GACAR,1,20150419_203900,
W39,4/16/2015,4/21/2015,6,CMM,4/19/2015,2039,PSNIG,3,20150419_203900,
W39,4/16/2015,4/21/2015,6,CMM,4/19/2015,2139,HYFEM,3,20150419_213900,
W39,4/16/2015,4/21/2015,6,CMM,4/19/2015,2139,HYSQU,2,20150419_213900,
W39,4/16/2015,4/21/2015,6,CMM,4/19/2015,2139,LISPH,1,20150419_213900,
W39,4/16/2015,4/21/2015,6,CMM,4/19/2015,2139,PSNIG,3,20150419_213900,
W40,4/16/2015,4/20/2015,7,DDK,4/19/2015,2139,HYCHR,1,20150419_213900,
W40,4/16/2015,4/20/2015,7,DDK,4/19/2015,2139,HYFEM,2,20150419_213900,
W40,4/16/2015,4/20/2015,7,DDK,4/19/2015,2139,HYGRA,1,20150419_213900,
W41,4/16/2015,4/21/2015,8,CMM,4/19/2015,2139,HYFEM,3,20150419_213900,
W41,4/16/2015,4/21/2015,8,CMM,4/19/2015,2139,HYGRA,2,20150419_213900,
W42,4/16/2015,4/21/2015,9,DDK,4/19/2015,2139,ACGRY,2,20150419_213900,
W42,4/16/2015,4/21/2015,9,DDK,4/19/2015,2139,HYCIN,2,20150419_213900,
W42,4/16/2015,4/21/2015,9,DDK,4/19/2015,2139,HYFEM,1,20150419_213900,
W42,4/16/2015,4/21/2015,9,DDK,4/19/2015,2139,HYGRA,2,20150419_213900,
W42,4/16/2015,4/21/2015,9,DDK,4/19/2015,2139,LICAT,1,20150419_213900,
W43,4/16/2015,4/21/2015,10,CMM,4/19/2015,2139,HYCIN,2,20150419_213900,
W43,4/16/2015,4/21/2015,10,CMM,4/19/2015,2139,HYFEM,3,20150419_213900,
W43,4/16/2015,4/21/2015,10,CMM,4/19/2015,2139,LICAT,1,20150419_213900,
W27,4/16/2015,4/21/2015,5,DDK,4/19/2015,2139,NOCAP,1,20150419_213900,HYCIN DISTANT
W28,4/16/2015,4/21/2015,4,DDK,4/19/2015,2139,PSNIG,1,20150419_213900,"HYCIN, LICAT, HYGRA, ACGRY DISTANT"
W36,4/16/2015,4/21/2015,2,DDK,4/19/2015,2139,HYGRA,1,20150419_213900,
W36,4/16/2015,4/21/2015,2,DDK,4/19/2015,2139,LISPH,1,20150419_213900,
W36,4/16/2015,4/21/2015,2,DDK,4/19/2015,2139,PSNIG,2,20150419_213900,
W37,4/16/2015,4/21/2015,3,CMM,4/19/2015,2139,HYFEM,2,20150419_213900,
W37,4/16/2015,4/21/2015,3,CMM,4/19/2015,2139,PSNIG,1,20150419_213900,
W39,4/16/2015,4/21/2015,6,CMM,4/19/2015,2139,GACAR,1,20150419_213900,
W39,4/16/2015,4/21/2015,6,CMM,4/19/2015,2139,HYCIN,1,20150419_213900,
W43,4/16/2015,4/21/2015,10,CMM,4/19/2015,2239,HYFEM,2,20150419_223900,HYCIN DISTANT
W43,4/16/2015,4/21/2015,10,CMM,4/19/2015,2239,LICAT,1,20150419_223900,
W42,4/16/2015,4/21/2015,9,DDK,4/19/2015,2239,ACGRY,3,20150419_223900,
W41,4/16/2015,4/21/2015,8,CMM,4/19/2015,2239,LISPH,1,20150419_223900,
W41,4/16/2015,4/21/2015,8,CMM,4/19/2015,2239,HYFEM,2,20150419_223900,HYCIN DISTANT
W40,4/16/2015,4/20/2015,7,DDK,4/19/2015,2239,HYFEM,2,20150419_223900,
W40,4/16/2015,4/20/2015,7,DDK,4/19/2015,2239,HYCHR,1,20150419_223900,
W39,4/16/2015,4/21/2015,6,CMM,4/19/2015,2239,PSNIG,3,20150419_223900,
W39,4/16/2015,4/21/2015,6,CMM,4/19/2015,2239,HYSQU,2,20150419_223900,
W39,4/16/2015,4/21/2015,6,CMM,4/19/2015,2239,HYFEM,3,20150419_223900,
W39,4/16/2015,4/21/2015,6,CMM,4/19/2015,2239,HYCIN,1,20150419_223900,
W39,4/16/2015,4/21/2015,6,CMM,4/19/2015,2239,GACAR,1,20150419_223900,
W37,4/16/2015,4/21/2015,3,CMM,4/19/2015,2239,HYFEM,2,20150419_223900,
W36,4/16/2015,4/21/2015,2,DDK,4/19/2015,2239,PSNIG,2,20150419_223900,
W36,4/16/2015,4/21/2015,2,DDK,4/19/2015,2239,HYFEM,1,20150419_223900,
W28,4/16/2015,4/21/2015,4,DDK,4/19/2015,2239,NOCAP,1,20150419_223900,"ACGRY, LICAT, HYCIN DISTAT; LOGGER MESSED UP"
W27,4/16/2015,4/21/2015,5,DDK,4/19/2015,2239,NOCAP,1,20150419_223900,HYCIN DISTANT
W42,4/16/2015,4/21/2015,9,DDK,4/19/2015,2239,HYCIN,2,20150419_223900,
W43,4/16/2015,4/21/2015,10,CMM,4/19/2015,2339,LICAT,1,20150419_233900,HYCIN DISTANT
W42,4/16/2015,4/21/2015,9,DDK,4/19/2015,2339,HYFEM,1,20150419_233900,
W42,4/16/2015,4/21/2015,9,DDK,4/19/2015,2339,HYCIN,1,20150419_233900,
W42,4/16/2015,4/21/2015,9,DDK,4/19/2015,2339,ACGRY,3,20150419_233900,
W41,4/16/2015,4/21/2015,8,CMM,4/19/2015,2339,LISPH,1,20150419_233900,
W41,4/16/2015,4/21/2015,8,CMM,4/19/2015,2339,HYFEM,2,20150419_233900,
W40,4/16/2015,4/20/2015,7,DDK,4/19/2015,2339,PSNIG,1,20150419_233900,
W40,4/16/2015,4/20/2015,7,DDK,4/19/2015,2339,HYFEM,2,20150419_233900,
W40,4/16/2015,4/20/2015,7,DDK,4/19/2015,2339,HYCHR,1,20150419_233900,
W39,4/16/2015,4/21/2015,6,CMM,4/19/2015,2339,PSNIG,3,20150419_233900,
W39,4/16/2015,4/21/2015,6,CMM,4/19/2015,2339,HYSQU,2,20150419_233900,
W39,4/16/2015,4/21/2015,6,CMM,4/19/2015,2339,HYFEM,3,20150419_233900,
W39,4/16/2015,4/21/2015,6,CMM,4/19/2015,2339,GACAR,1,20150419_233900,
W37,4/16/2015,4/21/2015,3,CMM,4/19/2015,2339,HYFEM,2,20150419_233900,
W36,4/16/2015,4/21/2015,2,DDK,4/19/2015,2339,PSNIG,2,20150419_233900,HYCIN DISTANT
W28,4/16/2015,4/21/2015,4,DDK,4/19/2015,2339,PSNIG,1,20150419_233900,LOGGER MESSED UP - HARD TO LISTEN @ FULL VOLUME
W27,4/16/2015,4/21/2015,5,DDK,4/19/2015,2339,NOCAP,1,20150419_233900,
W28,4/16/2015,4/21/2015,4,DDK,4/19/2015,2339,ACGRY,1,20150419_233900,LOGGER MESSED UP - HARD TO LISTEN @ FULL VOLUME
W36,4/16/2015,4/21/2015,2,DDK,4/20/2015,39,PSNIG,2,20150420_003900,
W37,4/16/2015,4/21/2015,3,CMM,4/20/2015,39,HYFEM,2,20150420_003900,
W37,4/16/2015,4/21/2015,3,CMM,4/20/2015,39,PSNIG,2,20150420_003900,
W39,4/16/2015,4/21/2015,6,CMM,4/20/2015,39,LISPH,1,20150420_003900,
W39,4/16/2015,4/21/2015,6,CMM,4/20/2015,39,PSNIG,3,20150420_003900,
W40,4/16/2015,4/20/2015,7,DDK,4/20/2015,39,HYFEM,1,20150420_003900,
W28,4/16/2015,4/21/2015,4,DDK,4/20/2015,39,ACGRY,1,20150420_003900,LOGGER MESSED UP
W41,4/16/2015,4/21/2015,8,CMM,4/20/2015,39,LISPH,1,20150420_003900,HYFEM DISTANT
W42,4/16/2015,4/21/2015,9,DDK,4/20/2015,39,ACGRY,3,20150420_003900,
W42,4/16/2015,4/21/2015,9,DDK,4/20/2015,39,LISPH,1,20150420_003900,
W43,4/16/2015,4/21/2015,10,CMM,4/20/2015,39,LICAT,1,20150420_003900,ACGRY DISTANT
W27,4/16/2015,4/21/2015,5,DDK,4/20/2015,39,NOCAP,1,20150420_003900,
W40,4/16/2015,4/20/2015,7,DDK,4/20/2015,39,PSNIG,1,20150420_003900,
W58,4/30/2015,5/5/2015,5,DDK,4/30/2015,2046,LISPH,1,20150430_204600,
W68,4/30/2015,5/5/2015,3,DDK,4/30/2015,2046,NOCAP,1,20150430_204600,
W55,4/30/2015,5/5/2015,1,CMM,4/30/2015,2046,LICAT,2,20150430_204600,
W55,4/30/2015,5/5/2015,1,CMM,4/30/2015,2046,ACGRY,3,20150430_204600,
W52,4/30/2015,5/5/2015,4,CMM,4/30/2015,2046,LICAT,1,20150430_204600,HYCIN DISTANT
W51,4/30/2015,5/5/2015,6,CMM,4/30/2015,2046,LISPH,1,20150430_204600,
W51,4/30/2015,5/5/2015,6,CMM,4/30/2015,2046,LICAT,2,20150430_204600,
W51,4/30/2015,5/5/2015,6,CMM,4/30/2015,2046,ACGRY,2,20150430_204600,
W50,4/30/2015,5/5/2015,2,DDK,4/30/2015,2046,ACGRY,3,20150430_204600,LISPH SQUEAK @ 00:20?
W46,4/30/2015,5/5/2015,7,DDK,4/30/2015,2046,HYCIN,1,20150430_204600,
W46,4/30/2015,5/5/2015,7,DDK,4/30/2015,2046,ACGRY,3,20150430_204600,
W35,4/30/2015,5/5/2015,9,DDK,4/30/2015,2046,NOCAP,1,20150430_204600,LISPH DISTANT
W32,4/30/2015,5/5/2015,8,CMM,4/30/2015,2046,HYFEM,1,20150430_204600,
W26,4/30/2015,5/5/2015,10,CMM,4/30/2015,2046,ACGRY,2,20150430_204600,
W58,4/30/2015,5/5/2015,5,DDK,4/30/2015,2046,LICAT,3,20150430_204600,
W26,4/30/2015,5/5/2015,10,CMM,4/30/2015,2146,ACGRY,2,20150430_214600,
W68,4/30/2015,5/5/2015,3,DDK,4/30/2015,2146,LICAT,1,20150430_214600,
W58,4/30/2015,5/5/2015,5,DDK,4/30/2015,2146,LISPH,1,20150430_214600,
W58,4/30/2015,5/5/2015,5,DDK,4/30/2015,2146,LICAT,3,20150430_214600,
W55,4/30/2015,5/5/2015,1,CMM,4/30/2015,2146,LICAT,2,20150430_214600,
W55,4/30/2015,5/5/2015,1,CMM,4/30/2015,2146,ACGRY,3,20150430_214600,
W52,4/30/2015,5/5/2015,4,CMM,4/30/2015,2146,NOCAP,1,20150430_214600,"HYGRA, LICAT DISTANT"
W51,4/30/2015,5/5/2015,6,CMM,4/30/2015,2146,LISPH,1,20150430_214600,
W51,4/30/2015,5/5/2015,6,CMM,4/30/2015,2146,LICAT,1,20150430_214600,
W51,4/30/2015,5/5/2015,6,CMM,4/30/2015,2146,HYCIN,1,20150430_214600,
W51,4/30/2015,5/5/2015,6,CMM,4/30/2015,2146,ACGRY,2,20150430_214600,
W50,4/30/2015,5/5/2015,2,DDK,4/30/2015,2146,LICAT,1,20150430_214600,
W50,4/30/2015,5/5/2015,2,DDK,4/30/2015,2146,ACGRY,3,20150430_214600,
W46,4/30/2015,5/5/2015,7,DDK,4/30/2015,2146,LISPH,1,20150430_214600,
W46,4/30/2015,5/5/2015,7,DDK,4/30/2015,2146,ACGRY,3,20150430_214600,
W35,4/30/2015,5/5/2015,9,DDK,4/30/2015,2146,NOCAP,1,20150430_214600,
W32,4/30/2015,5/5/2015,8,CMM,4/30/2015,2146,NOCAP,1,20150430_214600,
W32,4/30/2015,5/5/2015,8,CMM,4/30/2015,2246,NOCAP,1,20150430_224600,
W26,4/30/2015,5/5/2015,10,CMM,4/30/2015,2246,ACGRY,2,20150430_224600,
W46,4/30/2015,5/5/2015,7,DDK,4/30/2015,2246,ACGRY,3,20150430_224600,HYCIN DISTANT
W46,4/30/2015,5/5/2015,7,DDK,4/30/2015,2246,LISPH,1,20150430_224600,HYCIN DISTANT
W50,4/30/2015,5/5/2015,2,DDK,4/30/2015,2246,ACGRY,3,20150430_224600,
W50,4/30/2015,5/5/2015,2,DDK,4/30/2015,2246,LICAT,1,20150430_224600,
W51,4/30/2015,5/5/2015,6,CMM,4/30/2015,2246,ACGRY,2,20150430_224600,
W51,4/30/2015,5/5/2015,6,CMM,4/30/2015,2246,LICAT,1,20150430_224600,
W51,4/30/2015,5/5/2015,6,CMM,4/30/2015,2246,LISPH,1,20150430_224600,
W52,4/30/2015,5/5/2015,4,CMM,4/30/2015,2246,NOCAP,1,20150430_224600,LICAT DISTANT
W55,4/30/2015,5/5/2015,1,CMM,4/30/2015,2246,ACGRY,3,20150430_224600,
W55,4/30/2015,5/5/2015,1,CMM,4/30/2015,2246,LICAT,2,20150430_224600,
W58,4/30/2015,5/5/2015,5,DDK,4/30/2015,2246,LICAT,3,20150430_224600,
W68,4/30/2015,5/5/2015,3,DDK,4/30/2015,2246,NOCAP,1,20150430_224600,
W35,4/30/2015,5/5/2015,9,DDK,4/30/2015,2246,NOCAP,1,20150430_224600,
W68,4/30/2015,5/5/2015,3,DDK,4/30/2015,2346,NOCAP,1,20150430_234600,
W32,4/30/2015,5/5/2015,8,CMM,4/30/2015,2346,NOCAP,1,20150430_234600,
W35,4/30/2015,5/5/2015,9,DDK,4/30/2015,2346,NOCAP,1,20150430_234600,
W46,4/30/2015,5/5/2015,7,DDK,4/30/2015,2346,ACGRY,3,20150430_234600,
W46,4/30/2015,5/5/2015,7,DDK,4/30/2015,2346,LISPH,1,20150430_234600,
W50,4/30/2015,5/5/2015,2,DDK,4/30/2015,2346,ACGRY,3,20150430_234600,LICAT DISTANT
W51,4/30/2015,5/5/2015,6,CMM,4/30/2015,2346,ACGRY,2,20150430_234600,
W51,4/30/2015,5/5/2015,6,CMM,4/30/2015,2346,LICAT,1,20150430_234600,
W51,4/30/2015,5/5/2015,6,CMM,4/30/2015,2346,LISPH,1,20150430_234600,
W52,4/30/2015,5/5/2015,4,CMM,4/30/2015,2346,LICAT,1,20150430_234600,
W55,4/30/2015,5/5/2015,1,CMM,4/30/2015,2346,ACGRY,2,20150430_234600,
W55,4/30/2015,5/5/2015,1,CMM,4/30/2015,2346,LICAT,2,20150430_234600,
W58,4/30/2015,5/5/2015,5,DDK,4/30/2015,2346,LICAT,3,20150430_234600,
W26,4/30/2015,5/5/2015,10,CMM,4/30/2015,2346,ACGRY,2,20150430_234600,
W58,4/30/2015,5/5/2015,5,DDK,4/30/2015,2346,LISPH,1,20150430_234600,
W26,4/30/2015,5/5/2015,10,CMM,5/1/2015,46,ACGRY,2,20150501_004600,
W68,4/30/2015,5/5/2015,3,DDK,5/1/2015,46,NOCAP,1,20150501_004600,LICAT DISTANT
W35,4/30/2015,5/5/2015,9,DDK,5/1/2015,46,NOCAP,1,20150501_004600,
W46,4/30/2015,5/5/2015,7,DDK,5/1/2015,46,ACGRY,3,20150501_004600,
W46,4/30/2015,5/5/2015,7,DDK,5/1/2015,46,LISPH,1,20150501_004600,
W50,4/30/2015,5/5/2015,2,DDK,5/1/2015,46,ACGRY,3,20150501_004600,
W51,4/30/2015,5/5/2015,6,CMM,5/1/2015,46,ACGRY,2,20150501_004600,
W51,4/30/2015,5/5/2015,6,CMM,5/1/2015,46,LICAT,2,20150501_004600,
W51,4/30/2015,5/5/2015,6,CMM,5/1/2015,46,LISPH,2,20150501_004600,
W52,4/30/2015,5/5/2015,4,CMM,5/1/2015,46,NOCAP,1,20150501_004600,
W55,4/30/2015,5/5/2015,1,CMM,5/1/2015,46,ACGRY,2,20150501_004600,
W55,4/30/2015,5/5/2015,1,CMM,5/1/2015,46,LICAT,2,20150501_004600,
W58,4/30/2015,5/5/2015,5,DDK,5/1/2015,46,LICAT,3,20150501_004600,
W58,4/30/2015,5/5/2015,5,DDK,5/1/2015,46,LISPH,1,20150501_004600,
W32,4/30/2015,5/5/2015,8,CMM,5/1/2015,46,NOCAP,1,20150501_004600,
W68,4/30/2015,5/5/2015,3,DDK,5/2/2015,2048,HYCIN,1,20150502_204800,
W55,4/30/2015,5/5/2015,1,CMM,5/2/2015,2048,HYCIN,1,20150502_204800,
W55,4/30/2015,5/5/2015,1,CMM,5/2/2015,2048,LICAT,2,20150502_204800,
W26,4/30/2015,5/5/2015,10,CMM,5/2/2015,2048,ACGRY,2,20150502_204800,
W32,4/30/2015,5/5/2015,8,CMM,5/2/2015,2048,NOCAP,1,20150502_204800,
W35,4/30/2015,5/5/2015,9,DDK,5/2/2015,2048,NOCAP,1,20150502_204800,
W46,4/30/2015,5/5/2015,7,DDK,5/2/2015,2048,ACGRY,3,20150502_204800,
W46,4/30/2015,5/5/2015,7,DDK,5/2/2015,2048,HYCIN,3,20150502_204800,
W50,4/30/2015,5/5/2015,2,DDK,5/2/2015,2048,ACGRY,3,20150502_204800,LICAT DISTANT
W51,4/30/2015,5/5/2015,6,CMM,5/2/2015,2048,ACGRY,2,20150502_204800,
W51,4/30/2015,5/5/2015,6,CMM,5/2/2015,2048,HYCIN,2,20150502_204800,
W51,4/30/2015,5/5/2015,6,CMM,5/2/2015,2048,LICAT,1,20150502_204800,
W52,4/30/2015,5/5/2015,4,CMM,5/2/2015,2048,HYCHR,2,20150502_204800,
W52,4/30/2015,5/5/2015,4,CMM,5/2/2015,2048,HYCIN,2,20150502_204800,
W55,4/30/2015,5/5/2015,1,CMM,5/2/2015,2048,ACGRY,3,20150502_204800,
W58,4/30/2015,5/5/2015,5,DDK,5/2/2015,2048,LICAT,2,20150502_204800,
W68,4/30/2015,5/5/2015,3,DDK,5/2/2015,2148,NOCAP,1,20150502_214800,LICAT DISTANT
W55,4/30/2015,5/5/2015,1,CMM,5/2/2015,2148,HYCIN,1,20150502_214800,
W55,4/30/2015,5/5/2015,1,CMM,5/2/2015,2148,LICAT,2,20150502_214800,
W58,4/30/2015,5/5/2015,5,DDK,5/2/2015,2148,LICAT,2,20150502_214800,
W55,4/30/2015,5/5/2015,1,CMM,5/2/2015,2148,ACGRY,3,20150502_214800,
W52,4/30/2015,5/5/2015,4,CMM,5/2/2015,2148,LICAT,2,20150502_214800,HYGRA DISTANT
W52,4/30/2015,5/5/2015,4,CMM,5/2/2015,2148,HYFEM,1,20150502_214800,HYGRA DISTANT
W52,4/30/2015,5/5/2015,4,CMM,5/2/2015,2148,HYCIN,2,20150502_214800,HYGRA DISTANT
W51,4/30/2015,5/5/2015,6,CMM,5/2/2015,2148,LISPH,1,20150502_214800,
W51,4/30/2015,5/5/2015,6,CMM,5/2/2015,2148,LICAT,1,20150502_214800,
W51,4/30/2015,5/5/2015,6,CMM,5/2/2015,2148,HYGRA,1,20150502_214800,
W51,4/30/2015,5/5/2015,6,CMM,5/2/2015,2148,ACGRY,2,20150502_214800,
W50,4/30/2015,5/5/2015,2,DDK,5/2/2015,2148,LICAT,1,20150502_214800,
W50,4/30/2015,5/5/2015,2,DDK,5/2/2015,2148,ACGRY,3,20150502_214800,
W46,4/30/2015,5/5/2015,7,DDK,5/2/2015,2148,HYCIN,2,20150502_214800,
W46,4/30/2015,5/5/2015,7,DDK,5/2/2015,2148,ACGRY,3,20150502_214800,
W35,4/30/2015,5/5/2015,9,DDK,5/2/2015,2148,NOCAP,1,20150502_214800,ACGRY DISTANT
W32,4/30/2015,5/5/2015,8,CMM,5/2/2015,2148,NOCAP,1,20150502_214800,
W26,4/30/2015,5/5/2015,10,CMM,5/2/2015,2148,ACGRY,2,20150502_214800,
W35,4/30/2015,5/5/2015,9,DDK,5/2/2015,2248,NOCAP,1,20150502_224800,
W46,4/30/2015,5/5/2015,7,DDK,5/2/2015,2248,ACGRY,3,20150502_224800,
W26,4/30/2015,5/5/2015,10,CMM,5/2/2015,2248,ACGRY,2,20150502_224800,
W32,4/30/2015,5/5/2015,8,CMM,5/2/2015,2248,NOCAP,1,20150502_224800,
W68,4/30/2015,5/5/2015,3,DDK,5/2/2015,2248,NOCAP,1,20150502_224800,LICAT DISTANT
W58,4/30/2015,5/5/2015,5,DDK,5/2/2015,2248,LISPH,1,20150502_224800,
W58,4/30/2015,5/5/2015,5,DDK,5/2/2015,2248,LICAT,2,20150502_224800,
W55,4/30/2015,5/5/2015,1,CMM,5/2/2015,2248,LICAT,2,20150502_224800,
W55,4/30/2015,5/5/2015,1,CMM,5/2/2015,2248,ACGRY,3,20150502_224800,
W52,4/30/2015,5/5/2015,4,CMM,5/2/2015,2248,NOCAP,1,20150502_224800,"HYGRA, LICAT DISTANT"
W51,4/30/2015,5/5/2015,6,CMM,5/2/2015,2248,LICAT,1,20150502_224800,
W51,4/30/2015,5/5/2015,6,CMM,5/2/2015,2248,ACGRY,2,20150502_224800,
W50,4/30/2015,5/5/2015,2,DDK,5/2/2015,2248,LISPH,1,20150502_224800,
W50,4/30/2015,5/5/2015,2,DDK,5/2/2015,2248,LICAT,1,20150502_224800,
W50,4/30/2015,5/5/2015,2,DDK,5/2/2015,2248,ACGRY,3,20150502_224800,
W32,4/30/2015,5/5/2015,8,CMM,5/2/2015,2348,NOCAP,1,20150502_234800,
W35,4/30/2015,5/5/2015,9,DDK,5/2/2015,2348,NOCAP,1,20150502_234800,
W46,4/30/2015,5/5/2015,7,DDK,5/2/2015,2348,ACGRY,3,20150502_234800,
W50,4/30/2015,5/5/2015,2,DDK,5/2/2015,2348,ACGRY,2,20150502_234800,
W50,4/30/2015,5/5/2015,2,DDK,5/2/2015,2348,LICAT,1,20150502_234800,
W51,4/30/2015,5/5/2015,6,CMM,5/2/2015,2348,ACGRY,2,20150502_234800,
W26,4/30/2015,5/5/2015,10,CMM,5/2/2015,2348,ACGRY,2,20150502_234800,
W52,4/30/2015,5/5/2015,4,CMM,5/2/2015,2348,LICAT,1,20150502_234800,
W55,4/30/2015,5/5/2015,1,CMM,5/2/2015,2348,ACGRY,3,20150502_234800,
W55,4/30/2015,5/5/2015,1,CMM,5/2/2015,2348,LICAT,2,20150502_234800,
W58,4/30/2015,5/5/2015,5,DDK,5/2/2015,2348,LICAT,2,20150502_234800,
W58,4/30/2015,5/5/2015,5,DDK,5/2/2015,2348,LISPH,1,20150502_234800,
W68,4/30/2015,5/5/2015,3,DDK,5/2/2015,2348,NOCAP,1,20150502_234800,LICAT DISTANT
W51,4/30/2015,5/5/2015,6,CMM,5/2/2015,2348,LICAT,1,20150502_234800,
W26,4/30/2015,5/5/2015,10,CMM,5/3/2015,48,ACGRY,2,20150503_004800,
W32,4/30/2015,5/5/2015,8,CMM,5/3/2015,48,NOCAP,1,20150503_004800,
W35,4/30/2015,5/5/2015,9,DDK,5/3/2015,48,NOCAP,1,20150503_004800,
W46,4/30/2015,5/5/2015,7,DDK,5/3/2015,48,ACGRY,3,20150503_004800,
W50,4/30/2015,5/5/2015,2,DDK,5/3/2015,48,ACGRY,2,20150503_004800,
W50,4/30/2015,5/5/2015,2,DDK,5/3/2015,48,LICAT,1,20150503_004800,
W51,4/30/2015,5/5/2015,6,CMM,5/3/2015,48,ACGRY,2,20150503_004800,
W51,4/30/2015,5/5/2015,6,CMM,5/3/2015,48,LICAT,1,20150503_004800,
W51,4/30/2015,5/5/2015,6,CMM,5/3/2015,48,LISPH,1,20150503_004800,
W52,4/30/2015,5/5/2015,4,CMM,5/3/2015,48,LICAT,1,20150503_004800,
W55,4/30/2015,5/5/2015,1,CMM,5/3/2015,48,ACGRY,2,20150503_004800,
W55,4/30/2015,5/5/2015,1,CMM,5/3/2015,48,LICAT,1,20150503_004800,
W58,4/30/2015,5/5/2015,5,DDK,5/3/2015,48,ACGRY,1,20150503_004800,
W58,4/30/2015,5/5/2015,5,DDK,5/3/2015,48,HYCIN,3,20150503_004800,
W58,4/30/2015,5/5/2015,5,DDK,5/3/2015,48,HYGRA,2,20150503_004800,
W58,4/30/2015,5/5/2015,5,DDK,5/3/2015,48,LICAT,1,20150503_004800,
W68,4/30/2015,5/5/2015,3,DDK,5/3/2015,48,NOCAP,1,20150503_004800,ACGRY DISTANT
W46,4/30/2015,5/5/2015,7,DDK,5/4/2015,2049,HYCIN,2,20150504_204900,
W50,4/30/2015,5/5/2015,2,DDK,5/4/2015,2049,ACGRY,1,20150504_204900,
W50,4/30/2015,5/5/2015,2,DDK,5/4/2015,2049,HYCIN,2,20150504_204900,
W50,4/30/2015,5/5/2015,2,DDK,5/4/2015,2049,LICAT,1,20150504_204900,
W51,4/30/2015,5/5/2015,6,CMM,5/4/2015,2049,ACGRY,2,20150504_204900,
W51,4/30/2015,5/5/2015,6,CMM,5/4/2015,2049,HYCIN,2,20150504_204900,
W51,4/30/2015,5/5/2015,6,CMM,5/4/2015,2049,HYFEM,1,20150504_204900,
W51,4/30/2015,5/5/2015,6,CMM,5/4/2015,2049,HYGRA,2,20150504_204900,
W51,4/30/2015,5/5/2015,6,CMM,5/4/2015,2049,LICAT,2,20150504_204900,
W52,4/30/2015,5/5/2015,4,CMM,5/4/2015,2049,ACGRY,1,20150504_204900,
W52,4/30/2015,5/5/2015,4,CMM,5/4/2015,2049,HYCHR,2,20150504_204900,
W52,4/30/2015,5/5/2015,4,CMM,5/4/2015,2049,LICAT,1,20150504_204900,
W55,4/30/2015,5/5/2015,1,CMM,5/4/2015,2049,ACGRY,2,20150504_204900,
W55,4/30/2015,5/5/2015,1,CMM,5/4/2015,2049,HYCIN,1,20150504_204900,
W55,4/30/2015,5/5/2015,1,CMM,5/4/2015,2049,LICAT,2,20150504_204900,
W58,4/30/2015,5/5/2015,5,DDK,5/4/2015,2049,HYCIN,2,20150504_204900,
W58,4/30/2015,5/5/2015,5,DDK,5/4/2015,2049,HYGRA,3,20150504_204900,
W58,4/30/2015,5/5/2015,5,DDK,5/4/2015,2049,LICAT,3,20150504_204900,
W68,4/30/2015,5/5/2015,3,DDK,5/4/2015,2049,NOCAP,1,20150504_204900,
W26,4/30/2015,5/5/2015,10,CMM,5/4/2015,2049,ACGRY,2,20150504_204900,
